A,A,0.0
A,B,0.0
A,C,0.1840012546588435
A,D,0.008146057050075648
A,F,0.018570795970331008
A,G,0.5422801579394073
A,I,0.030351673493486844
A,J,0.014594634488357504
A,K,0.17762648068194398
A,L,0.013118565260710728
A,M,0.002601572013727444
A,P,0.008708808443115982
A,S,0.0
A,W,0.0
A,X,0.0
A,Z,0.0
B,A,0.023407214052097173
B,B,0.0
B,C,0.0
B,D,0.0
B,F,0.0
B,G,0.0
B,I,0.0
B,J,0.0
B,K,0.0
B,L,0.0
B,M,0.0
B,P,0.0
B,S,0.0
B,W,0.0
B,X,0.0
B,Z,0.9765927859479028
C,A,0.0
C,B,0.0
C,C,0.29109735029503486
C,D,0.6420093782953041
C,F,0.001592964034910592
C,G,0.021404051962038095
C,I,0.009535348096295799
C,J,0.017982544703955487
C,K,0.0005945569989455027
C,L,0.001895851562675282
C,M,0.0029166947118081264
C,P,0.009355859190953759
C,S,0.0
C,W,0.0016154001480783468
C,X,0.0
C,Z,0.0
D,A,0.0
D,B,0.8602186856864562
D,C,0.0344759869919721
D,D,0.050845993118941765
D,F,0.00106043705716934
D,G,0.00799648091998806
D,I,0.003739022512685969
D,J,0.0017988154525316953
D,K,0.00021994250074623348
D,L,0.0008247843777983755
D,M,0.0013903508082886902
D,P,0.0009426107174838578
D,S,0.0
D,W,0.0004634502694295634
D,X,0.036023439586508096
D,Z,0.0
F,A,0.0
F,B,0.0
F,C,0.2253423067997215
F,D,0.6187050359712231
F,F,0.03202599210953817
F,G,0.029473195637038756
F,I,0.021350661406358783
F,J,0.03782780227430958
F,K,0.0011603620329542817
F,L,0.0016245068461359943
F,M,0.0011603620329542817
F,P,0.020190299373404504
F,S,0.0
F,W,0.011139475516361104
F,X,0.0
F,Z,0.0
G,A,0.0
G,B,0.0
G,C,0.2934756565075714
G,D,0.5146875599003259
G,F,0.015370423615104467
G,G,0.062032777458309374
G,I,0.03718612229250527
G,J,0.03332854130726471
G,K,0.002180371861222925
G,L,0.016951792217749666
G,M,0.009056929269695228
G,P,0.014052616446233467
G,S,0.0
G,W,0.0016772091240176347
G,X,0.0
G,Z,0.0
I,A,0.0
I,B,0.0
I,C,0.2777777777777778
I,D,0.6136514247846255
I,F,0.0037552462999779104
I,G,0.02982107355864811
I,I,0.019770267285177823
I,J,0.019991164126352993
I,K,0.0003313452617627568
I,L,0.004307488402915839
I,M,0.006185111552904793
I,P,0.023194168323392977
I,S,0.0
I,W,0.0012149326264634416
I,X,0.0
I,Z,0.0
J,A,0.0
J,B,0.0
J,C,0.2318202871699861
J,D,0.575845298749421
J,F,0.007989810097267253
J,G,0.0111162575266327
J,I,0.00984251968503937
J,J,0.08186660490968041
J,K,0.0004631773969430292
J,L,0.011000463177396943
J,M,0.005442334414080593
J,P,0.061949976841130155
J,S,0.0
J,W,0.0026632700324224177
J,X,0.0
J,Z,0.0
K,A,0.0
K,B,0.8048484848484848
K,C,0.04694949494949495
K,D,0.08226262626262626
K,F,0.0005252525252525252
K,G,0.007434343434343434
K,I,0.002585858585858586
K,J,0.002303030303030303
K,K,0.0006464646464646465
K,L,0.00012121212121212121
K,M,0.001292929292929293
K,P,0.00101010101010101
K,S,0.0
K,W,0.0
K,X,0.05002020202020202
K,Z,0.0
L,A,0.0
L,B,0.0
L,C,0.3475330277702885
L,D,0.3979509301698571
L,F,0.005122674575357239
L,G,0.018333782690752223
L,I,0.01563763817740631
L,J,0.12968455109193852
L,K,0.00026961445133459155
L,L,0.004853060124022647
L,M,0.0026961445133459154
L,P,0.07791857643569695
L,S,0.0
L,W,0.0
L,X,0.0
L,Z,0.0
M,A,0.3597122302158273
M,B,0.0
M,C,0.20467625899280575
M,D,0.27266187050359714
M,F,0.00035971223021582735
M,G,0.002517985611510791
M,I,0.003956834532374101
M,J,0.0460431654676259
M,K,0.0
M,L,0.027338129496402876
M,M,0.03093525179856115
M,P,0.05143884892086331
M,S,0.0
M,W,0.00035971223021582735
M,X,0.0
M,Z,0.0
P,A,0.0
P,B,0.0
P,C,0.33455210237659966
P,D,0.4040219378427788
P,F,0.014218972171440178
P,G,0.010968921389396709
P,I,0.040625634775543366
P,J,0.08632947389802965
P,K,0.0
P,L,0.013609587649807029
P,M,0.005890717042453788
P,P,0.08795449928905139
P,S,0.0
P,W,0.0018281535648994515
P,X,0.0
P,Z,0.0
S,A,0.008181938643634368
S,B,0.0
S,C,0.0025047453351161684
S,D,8.948592059501254e-05
S,F,0.00023920274928282198
S,G,0.010931049377298455
S,I,0.0004095701750310189
S,J,0.0001824136073667563
S,K,0.0034684398646009184
S,L,0.0001806927242783907
S,M,1.9790155516204696e-05
S,P,7.399797279972191e-05
S,S,0.0
S,W,0.0
S,X,0.0
S,Z,0.9737186734744802
W,A,0.0
W,B,0.0
W,C,0.2827586206896552
W,D,0.3448275862068966
W,F,0.052873563218390804
W,G,0.2413793103448276
W,I,0.02528735632183908
W,J,0.020689655172413793
W,K,0.0
W,L,0.009195402298850575
W,M,0.0
W,P,0.022988505747126436
W,S,0.0
W,W,0.0
W,X,0.0
W,Z,0.0
X,A,0.0
X,B,0.0
X,C,0.20140796703296704
X,D,0.008585164835164836
X,F,0.015625
X,G,0.5103021978021978
X,I,0.02712912087912088
X,J,0.013221153846153846
X,K,0.20140796703296704
X,L,0.01356456043956044
X,M,0.002918956043956044
X,P,0.005837912087912088
X,S,0.0
X,W,0.0
X,X,0.0
X,Z,0.0
Z,A,0.004819724827162991
Z,B,0.0
Z,C,0.0
Z,D,0.0
Z,F,0.0
Z,G,0.0
Z,I,0.0
Z,J,0.0
Z,K,0.0
Z,L,0.0
Z,M,0.0
Z,P,0.0
Z,S,0.0
Z,W,0.0
Z,X,0.0
Z,Z,0.995180275172837
